,destination,passenger,weather,temperature,time,coupon,HoursToCouponExpiration,gender,age,maritalStatus,has_children,education,occupation,AvgAnnualIncome,AvgMonthlyVisitsToBar,AvgMonthlyVisitsToCoffeeHouse,AvgMonthlyVisitsToCarryAway,AvgMonthlyVisitsToRestaurantLessThan20,AvgMonthlyVisitsToRestaurant20To50,AtLeast5MinutesDriveToRedeem,AtLeast15MinutesDriveToRedeem,AtLeast25MinutesDriveToRedeem,CanRedeemOnTheWay,Y
9355,Work,None,Sunny,80,7AM,RestaurantLessThan20,24.0,Female,51.0,Single,1,Associates,Retired,6250.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1
9356,Work,None,Rainy,55,7AM,Bar,24.0,Female,51.0,Single,1,Associates,Retired,6250.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0
9357,Work,None,Snowy,30,7AM,CarryAway,24.0,Female,51.0,Single,1,Associates,Retired,6250.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0
9358,Nowhere,None,Sunny,80,10AM,CoffeeHouse,2.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1
9359,Nowhere,Friend,Sunny,80,2PM,Restaurant20To50,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0
9360,Nowhere,Friend,Sunny,80,10PM,CoffeeHouse,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1
9361,Nowhere,Friend,Sunny,55,10AM,RestaurantLessThan20,2.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1
9362,Nowhere,Friend,Sunny,30,10PM,CarryAway,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1
9363,Nowhere,Friend,Rainy,55,10PM,Restaurant20To50,2.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0
9364,Nowhere,None,Sunny,30,10AM,CarryAway,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1
9365,Nowhere,None,Rainy,55,10AM,CoffeeHouse,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1
9366,Nowhere,None,Snowy,30,2PM,Bar,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1
9367,Nowhere,None,Sunny,80,10PM,RestaurantLessThan20,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1
9368,Home,None,Sunny,30,6PM,Restaurant20To50,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1
9369,Home,None,Sunny,80,6PM,CarryAway,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1
9370,Home,None,Sunny,80,6PM,RestaurantLessThan20,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1
9371,Home,None,Rainy,55,6PM,Bar,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1
9372,Home,None,Snowy,30,10PM,RestaurantLessThan20,2.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1
9373,Home,None,Sunny,80,10PM,Restaurant20To50,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1
9374,Work,None,Sunny,30,7AM,Bar,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1
9375,Work,None,Rainy,55,7AM,CarryAway,2.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0
9376,Work,None,Sunny,80,7AM,CoffeeHouse,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1
9377,Work,None,Sunny,80,7AM,RestaurantLessThan20,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1
9378,Work,None,Rainy,55,7AM,Bar,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1
9379,Work,None,Snowy,30,7AM,CarryAway,24.0,Male,20.0,Single,0,Some College,Student,43749.5,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1
9380,Nowhere,None,Sunny,80,10AM,CoffeeHouse,2.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,0,0,1
9381,Nowhere,Friend,Sunny,80,2PM,Restaurant20To50,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,0,0,1
9382,Nowhere,Friend,Sunny,80,10PM,CoffeeHouse,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,0,0,1
9383,Nowhere,Friend,Sunny,55,10AM,RestaurantLessThan20,2.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,0,0,1
9384,Nowhere,Friend,Sunny,30,10PM,CarryAway,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,0,0,1
9385,Nowhere,Friend,Rainy,55,10PM,Restaurant20To50,2.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,0,0,0
9386,Nowhere,None,Sunny,30,10AM,CarryAway,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,0,0,1
9387,Nowhere,None,Rainy,55,10AM,CoffeeHouse,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,0,0,1
9388,Nowhere,None,Snowy,30,2PM,Bar,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,0,0,0,1
9389,Nowhere,None,Sunny,80,10PM,RestaurantLessThan20,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,0,0,0,1
9390,Home,None,Sunny,30,6PM,Restaurant20To50,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,0,0,1,1
9391,Home,None,Sunny,80,6PM,CarryAway,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,0,0,0,0
9392,Home,None,Sunny,80,6PM,RestaurantLessThan20,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,0,0,1,1
9393,Home,None,Rainy,55,6PM,Bar,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,1,0,1
9394,Home,None,Snowy,30,10PM,RestaurantLessThan20,2.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,1,0,1
9395,Home,None,Sunny,80,10PM,Restaurant20To50,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,0,0,0
9396,Work,None,Sunny,30,7AM,Bar,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,0,1,1
9397,Work,None,Rainy,55,7AM,CarryAway,2.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,0,1,1
9398,Work,None,Sunny,80,7AM,CoffeeHouse,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,0,0,1,1
9399,Work,None,Sunny,80,7AM,RestaurantLessThan20,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,0,0,0,1
9400,Work,None,Rainy,55,7AM,Bar,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,1,0,1
9401,Work,None,Snowy,30,7AM,CarryAway,24.0,Male,21.0,Single,0,Bachelors,Unemployed,106250.0,6.0,0.0,2.0,6.0,2.0,1,1,0,1,1
9402,Nowhere,None,Sunny,80,10AM,CoffeeHouse,2.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
9403,Nowhere,Friend,Sunny,80,2PM,Restaurant20To50,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
9404,Nowhere,Friend,Sunny,80,10PM,CoffeeHouse,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
9405,Nowhere,Friend,Sunny,55,10AM,RestaurantLessThan20,2.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
9406,Nowhere,Friend,Sunny,30,10PM,CarryAway,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
9407,Nowhere,Friend,Rainy,55,10PM,Restaurant20To50,2.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
9408,Nowhere,None,Sunny,30,10AM,CarryAway,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
9409,Nowhere,None,Rainy,55,10AM,CoffeeHouse,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
9410,Nowhere,None,Snowy,30,2PM,Bar,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,0
9411,Nowhere,None,Sunny,80,10PM,RestaurantLessThan20,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
9412,Home,None,Sunny,30,6PM,Restaurant20To50,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,1,0
9413,Home,None,Sunny,80,6PM,CarryAway,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
9414,Home,None,Sunny,80,6PM,RestaurantLessThan20,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,1,0
9415,Home,None,Rainy,55,6PM,Bar,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,1,0,0
9416,Home,None,Snowy,30,10PM,RestaurantLessThan20,2.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,1,0,0
9417,Home,None,Sunny,80,10PM,Restaurant20To50,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
9418,Work,None,Sunny,30,7AM,Bar,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,1,0
9419,Work,None,Rainy,55,7AM,CarryAway,2.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,1,0
9420,Work,None,Sunny,80,7AM,CoffeeHouse,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,1,0
9421,Work,None,Sunny,80,7AM,RestaurantLessThan20,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
9422,Work,None,Rainy,55,7AM,Bar,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,1,0,0
9423,Work,None,Snowy,30,7AM,CarryAway,24.0,Female,51.0,Divorced,1,Some College,Unemployed,43749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,1,1
9424,Nowhere,None,Sunny,80,10AM,CoffeeHouse,2.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,0,0,1
9425,Nowhere,Friend,Sunny,80,2PM,Restaurant20To50,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,0,0,0
9426,Nowhere,Friend,Sunny,80,10PM,CoffeeHouse,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,0,0,1
9427,Nowhere,Friend,Sunny,55,10AM,RestaurantLessThan20,2.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,0,0,0
9428,Nowhere,Friend,Sunny,30,10PM,CarryAway,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,0,0,1
9429,Nowhere,Friend,Rainy,55,10PM,Restaurant20To50,2.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,0,0,0
9430,Nowhere,None,Sunny,30,10AM,CarryAway,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,0,0,1
9431,Nowhere,None,Rainy,55,10AM,CoffeeHouse,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,0,0,1
9432,Nowhere,None,Snowy,30,2PM,Bar,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,0,0,0,1
9433,Nowhere,None,Sunny,80,10PM,RestaurantLessThan20,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,0,0,0,1
9434,Home,None,Sunny,30,6PM,Restaurant20To50,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,0,0,1,0
9435,Home,None,Sunny,80,6PM,CarryAway,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,0,0,0,1
9436,Home,None,Sunny,80,6PM,RestaurantLessThan20,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,0,0,1,1
9437,Home,None,Rainy,55,6PM,Bar,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,1,0,1
9438,Home,None,Snowy,30,10PM,RestaurantLessThan20,2.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,1,0,0
9439,Home,None,Sunny,80,10PM,Restaurant20To50,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,0,0,0
9440,Work,None,Sunny,30,7AM,Bar,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,0,1,1
9441,Work,None,Rainy,55,7AM,CarryAway,2.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,0,1,0
9442,Work,None,Sunny,80,7AM,CoffeeHouse,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,0,0,1,1
9443,Work,None,Sunny,80,7AM,RestaurantLessThan20,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,0,0,0,0
9444,Work,None,Rainy,55,7AM,Bar,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,1,0,1
9445,Work,None,Snowy,30,7AM,CarryAway,24.0,Male,36.0,Single,0,Some College,Business & Financial,43749.5,0.0,0.0,8.0,8.0,0.0,1,1,0,1,1
9446,Nowhere,None,Sunny,80,10AM,CoffeeHouse,2.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
9447,Nowhere,Friend,Sunny,80,10PM,CoffeeHouse,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
9448,Nowhere,Friend,Sunny,30,10PM,CarryAway,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
9449,Nowhere,None,Rainy,55,10AM,CoffeeHouse,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
9450,Nowhere,None,Snowy,30,2PM,Bar,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,0
9451,Nowhere,Partner,Sunny,80,2PM,Restaurant20To50,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,0
9452,Nowhere,None,Sunny,80,10PM,RestaurantLessThan20,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,0
9453,Home,None,Sunny,80,6PM,CarryAway,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
9454,Home,None,Sunny,80,6PM,RestaurantLessThan20,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,0,0,1,0
9455,Home,None,Rainy,55,6PM,Bar,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,1,1,0,1
9456,Home,None,Snowy,30,10PM,RestaurantLessThan20,2.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,1,1,0,0
9457,Home,Partner,Sunny,55,10PM,Bar,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,1,1,0,0
9458,Home,None,Sunny,80,10PM,Restaurant20To50,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
9459,Home,Partner,Rainy,55,6PM,CoffeeHouse,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,0,0,1,0
9460,Work,None,Sunny,30,7AM,Bar,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,1,0,1,0
9461,Work,None,Sunny,30,7AM,CarryAway,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
9462,Work,None,Rainy,55,7AM,CarryAway,2.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,1,0,1,0
9463,Work,None,Sunny,80,7AM,CoffeeHouse,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,0,0,1,1
9464,Work,None,Rainy,55,7AM,Bar,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,1,1,0,0
9465,Work,None,Snowy,30,7AM,CarryAway,24.0,Male,51.0,Together,0,High School,Retired,56249.5,0.0,0.0,6.0,2.0,0.0,1,1,0,1,0
9466,Nowhere,None,Sunny,80,10AM,CoffeeHouse,2.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,0,0,0
9467,Nowhere,Friend,Sunny,80,10PM,CoffeeHouse,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,0,0,1
9468,Nowhere,Friend,Sunny,30,10PM,CarryAway,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,0,0,1
9469,Nowhere,None,Rainy,55,10AM,CoffeeHouse,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,0,0,1
9470,Nowhere,None,Snowy,30,2PM,Bar,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,0,0,0,0
9471,Nowhere,None,Sunny,80,10PM,RestaurantLessThan20,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,0,0,0,1
9472,Nowhere,Kid,Sunny,80,10AM,CoffeeHouse,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,0,0,0,1
9473,Nowhere,Kid,Sunny,80,2PM,CoffeeHouse,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,0,0,0,1
9474,Nowhere,Kid,Sunny,80,10PM,Restaurant20To50,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,0,0,1
9475,Home,Kid,Sunny,80,6PM,Restaurant20To50,2.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,0,1,1
9476,Home,Kid,Sunny,80,10PM,CarryAway,2.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,0,0,0
9477,Home,Kid,Sunny,30,6PM,Bar,2.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,0,0,0
9478,Home,None,Sunny,80,6PM,CarryAway,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,0,0,0,0
9479,Home,None,Sunny,80,6PM,RestaurantLessThan20,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,0,0,1,1
9480,Home,None,Rainy,55,6PM,Bar,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,1,0,0
9481,Home,None,Snowy,30,10PM,RestaurantLessThan20,2.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,1,0,1
9482,Home,None,Sunny,80,10PM,Restaurant20To50,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,0,0,0
9483,Work,None,Sunny,30,7AM,Bar,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,0,1,0
9484,Work,None,Rainy,55,7AM,CarryAway,2.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,0,1,0
9485,Work,None,Sunny,80,7AM,CoffeeHouse,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,0,0,1,1
9486,Work,None,Rainy,55,7AM,Bar,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,1,0,0
9487,Work,None,Snowy,30,7AM,CarryAway,24.0,Male,31.0,Married,1,High School,Computer & Mathematical,93749.5,0.0,2.0,0.0,6.0,0.0,1,1,0,1,0
9488,Nowhere,None,Sunny,80,10AM,CoffeeHouse,2.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
9489,Nowhere,Friend,Sunny,80,2PM,Restaurant20To50,24.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
9490,Nowhere,Friend,Sunny,80,10PM,CoffeeHouse,24.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
9491,Nowhere,Friend,Sunny,55,10AM,RestaurantLessThan20,2.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
9492,Nowhere,Friend,Sunny,30,10PM,CarryAway,24.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
9493,Nowhere,Friend,Rainy,55,10PM,Restaurant20To50,2.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
9494,Nowhere,None,Sunny,30,10AM,CarryAway,24.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
9495,Nowhere,None,Rainy,55,10AM,CoffeeHouse,24.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
9496,Nowhere,None,Snowy,30,2PM,Bar,24.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,0,0,0,0
9497,Nowhere,None,Sunny,80,10PM,RestaurantLessThan20,24.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,0,0,0,0
9498,Home,None,Sunny,30,6PM,Restaurant20To50,24.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,0,0,1,0
9499,Home,None,Sunny,80,6PM,CarryAway,24.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,0,0,0,0
9500,Home,None,Sunny,80,6PM,RestaurantLessThan20,24.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,0,0,1,0
9501,Home,None,Rainy,55,6PM,Bar,24.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,1,1,0,0
9502,Home,None,Snowy,30,10PM,RestaurantLessThan20,2.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,1,1,0,0
9503,Home,None,Sunny,80,10PM,Restaurant20To50,24.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
9504,Work,None,Sunny,30,7AM,Bar,24.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,1,0,1,0
9505,Work,None,Rainy,55,7AM,CarryAway,2.0,Male,36.0,Married,1,Bachelors,Computer & Mathematical,106250.0,0.0,0.0,2.0,0.0,0.0,1,1,0,1,0
